L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
46.2543,31.3907,66.4891,0.0272093,1.40985,1.86444,83.1546,0.000515206,13.6453,6.86464,47.9172,1.67122e-07,0.879135,1.38567,7.11076,5.57606e-07,2.13331,1.27927,19.6704,2.69515
46.2543,31.3907,66.4891,0.0272091,1.40975,1.86444,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.879044,1.38567,7.11076,5.56796e-07,2.13331,1.27927,19.6706,2.69515
46.2543,31.3907,66.4891,0.0272093,1.40969,1.86444,83.1546,0.000515206,13.6453,6.86464,47.9172,1.67122e-07,0.878984,1.38567,7.11076,5.57606e-07,2.13331,1.27927,19.6708,2.69515
46.2543,31.3907,66.4891,0.0272091,1.40968,1.86444,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.878973,1.38567,7.11076,5.56796e-07,2.13331,1.27927,19.6708,2.69515
46.2543,31.3907,66.4891,0.0272096,1.40973,1.86444,83.1546,0.000515208,13.6453,6.86464,47.9172,5.01365e-07,0.879021,1.38567,7.11076,5.59225e-07,2.13331,1.27927,19.6707,2.69515
46.2543,31.3907,66.4891,0.0272091,1.40974,1.86444,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.879024,1.38567,7.11076,5.56796e-07,2.13331,1.27927,19.6707,2.69515
46.2543,31.3907,66.489,0.0272093,1.40958,1.86443,83.1546,0.000515206,13.6453,6.86464,47.9172,1.67122e-07,0.878873,1.38566,7.11076,5.57606e-07,2.13331,1.27927,19.671,2.69515
46.2543,31.3907,66.4891,0.0272094,1.40967,1.86444,83.1546,0.000515208,13.6453,6.86464,47.9172,3.34243e-07,0.878955,1.38567,7.11075,5.58414e-07,2.13331,1.27927,19.6708,2.69515
46.2543,31.3907,66.4891,0.0272091,1.40969,1.86444,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.878975,1.38567,7.11075,5.56796e-07,2.13331,1.27927,19.6708,2.69515
46.2543,31.3907,66.489,0.0272091,1.40959,1.86443,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.878877,1.38566,7.11075,5.56796e-07,2.13331,1.27927,19.671,2.69515
46.2543,31.3907,66.489,0.0272091,1.40962,1.86443,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.878905,1.38566,7.11075,5.56796e-07,2.13331,1.27927,19.6709,2.69515
46.2543,31.3907,66.489,0.0272091,1.40964,1.86444,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.878932,1.38566,7.11075,5.56796e-07,2.13331,1.27927,19.6709,2.69515
46.2543,31.3907,66.489,0.0272091,1.4094,1.86443,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.87869,1.38566,7.11075,5.56796e-07,2.13332,1.27927,19.6714,2.69515
